BookingID,PassengerID,IATA,PilotID,FlightStatus,DepartureDate
16954,vE2KrF,ALY,17110,Delayed,12-22-2022
16955,eFFMYh,NOD,17111,Delayed,02-06-2022
16956,46PrNf,CRQ,17112,Cancelled,06-07-2022
16957,31IqI2,CHZ,17113,Delayed,01-08-2022
16958,npiGyZ,HPB,17114,On Time,04-08-2022
16959,EIMZcX,OSO,17115,On Time,10-14-2022
16960,oVJDqy,KWM,17116,On Time,7-13-2022
16961,7CHqwz,BAA,17117,Cancelled,02-06-2022
16962,OUCJz3,PAH,17118,Delayed,11-01-2022
16963,YtyMyn,CSI,17119,Cancelled,3-18-2022
16964,i7JDc0,REI,17120,Cancelled,7-29-2022
16965,nFSjZO,ACX,17121,On Time,5-27-2022
16966,zdlAar,KYK,17122,Cancelled,12-07-2022
16967,SiUy1X,MMG,17123,On Time,02-06-2022
16968,ZzVmia,GBU,17124,On Time,2-28-2022
16969,7mYmQM,ORA,17125,On Time,07-10-2022
16970,G1M0Zn,RTN,17126,Cancelled,6-21-2022
16971,lhwV6e,BBI,17127,Delayed,10-10-2022
16972,q45cJB,YQC,17128,On Time,4-26-2022
16973,kGQaTd,GDW,17129,Cancelled,12-28-2022
16974,x8hHJU,OKL,17130,On Time,1-14-2022
16975,OtYDeY,LTT,17131,On Time,03-09-2022
16976,84YZ7t,CDP,17132,Delayed,2-19-2022
16977,sLZsie,BEN,17133,Cancelled,12-09-2022
16978,NsLceu,GZP,17134,Cancelled,04-11-2022
16979,ynWJ52,ISL,17135,On Time,4-14-2022
16980,wbppc4,MWI,17136,Delayed,7-28-2022
16981,4r0SDK,ZRI,17137,On Time,11-14-2022
16982,Ftb2iI,VAP,17138,On Time,4-18-2022
16983,UXvmkM,LZA,17139,Delayed,12-24-2022
16984,8LpWSV,YKC,17140,On Time,10-03-2022
16985,MHJVOj,SYF,17141,Cancelled,5-24-2022
16986,wQaOQO,BTJ,17142,Delayed,12-25-2022
16987,IjxIoO,LOE,17143,Cancelled,10-22-2022
16988,T4aRF2,PIT,17144,Cancelled,11-09-2022
16989,QunIkM,MES,17145,Cancelled,2-27-2022
16990,YptbZp,BLZ,17146,Cancelled,8-30-2022
16991,GREnCK,LER,17147,Delayed,9-19-2022
16992,jNYre5,VCV,17148,Cancelled,06-03-2022
16993,rTpIqQ,FEK,17149,On Time,10-17-2022
16994,TubS3a,YSN,17150,Delayed,4-30-2022
16995,lRr7LR,STI,17151,Delayed,09-10-2022
16996,CtJXAl,PDS,17152,Cancelled,12-12-2022
16997,d3B3AQ,ACP,17153,On Time,8-23-2022
16998,mO31bX,CUF,17154,Delayed,10-28-2022
16999,O8TOGD,SWB,17155,Delayed,7-13-2022
17000,N6X9s4,HMG,17156,Cancelled,11-10-2022
17001,p7a5ZA,LUM,17157,Cancelled,02-11-2022
17002,slWXfG,IWK,17158,Delayed,5-26-2022
17003,aYarh4,AKY,17159,On Time,7-16-2022
17004,WZox5x,MEE,17160,On Time,07-04-2022
17005,arn46r,SXZ,17161,Delayed,8-22-2022
17006,L8pRYf,LUP,17162,Cancelled,09-02-2022
17007,BQYk8t,TGE,17163,Delayed,04-03-2022
17008,onk9yz,BGH,17164,Cancelled,10-15-2022
17009,pxPYAU,CNU,17165,Cancelled,3-16-2022
17010,N0SKUG,OPI,17166,Delayed,09-03-2022
17011,93z6jZ,ULE,17167,Delayed,12-28-2022
17012,zLZzfV,SNM,17168,On Time,3-27-2022
17013,X10eAx,QHP,17169,Delayed,3-13-2022
17014,jTcKgf,AOA,17170,On Time,2-24-2022
17015,U2kSE0,COG,17171,On Time,4-26-2022
17016,rICeU7,MZZ,17172,Delayed,3-23-2022
17017,MfLqSN,DGW,17173,Cancelled,04-06-2022
17018,O0KrVo,DTU,17174,Cancelled,1-18-2022
17019,KLFCT1,BNE,17175,On Time,2-25-2022
17020,EJoXSD,WRN,17176,Delayed,5-19-2022
17021,wZzzZe,LOF,17177,Cancelled,09-04-2022
17022,6V9qHg,SRG,17178,Cancelled,8-13-2022
17023,9Rdwjr,LIH,17179,On Time,7-17-2022
17024,oe2jNU,SSV,17180,Delayed,6-22-2022
17025,zFtjFi,GYR,17181,On Time,09-04-2022
17026,GqPG1b,TEL,17182,On Time,9-14-2022
17027,u0GvTM,PNB,17183,Delayed,5-28-2022
17028,kOVmsk,HLM,17184,Delayed,03-09-2022
17029,HGn5eY,NYI,17185,On Time,9-24-2022
17030,A3nkTs,SEQ,17186,On Time,03-12-2022
17031,l7LczK,ISK,17187,On Time,12-26-2022
17032,NbGeRr,AYO,17188,On Time,05-09-2022
17033,huLUnK,PRW,17189,Delayed,10-12-2022
17034,Js2lSM,SSX,17190,Delayed,12-07-2022
17035,u1aImu,PJG,17191,Cancelled,11-04-2022
17036,6BvIcd,GMD,17192,On Time,6-26-2022
17037,kgQ1w3,GZI,17193,Delayed,1-28-2022
17038,nuHHBM,KDP,17194,Cancelled,02-03-2022
17039,QGr4kk,TOB,17195,Delayed,01-08-2022
17040,f3xXAY,HLS,17196,On Time,1-23-2022
17041,ADSMd5,KBP,17197,On Time,2-18-2022
17042,jTmbvb,MQJ,17198,Cancelled,5-26-2022
17043,EQ7Swn,DIY,17199,Cancelled,05-01-2022
17044,6sxaP2,IGH,17200,On Time,11-03-2022
17045,MhvOvq,OUM,17202,On Time,11-21-2022
17046,lTa2q6,QRR,17203,Delayed,08-02-2022
17047,EpUvzU,IBO,17204,Cancelled,11-27-2022
17048,CMaai9,ATV,17205,On Time,04-10-2022
17049,hUw7df,UBI,17206,Delayed,04-03-2022
17050,NPFyb9,XQU,17207,On Time,6-25-2022
17051,7eqWpf,POT,17208,Cancelled,8-23-2022
17052,MrY7ZQ,ZAC,17209,On Time,1-15-2022
17053,5KFbqV,CLG,17210,Cancelled,12-26-2022
17054,5o0kAU,TWF,17211,Cancelled,12-19-2022
17055,I67tyw,YOT,17212,Cancelled,01-05-2022
17056,0xcy07,VUP,17213,Delayed,11-22-2022
17057,zMJKdx,VGZ,17214,On Time,2-21-2022
17058,X42Pj2,SXP,17215,On Time,11-16-2022
17059,Epbxfb,CIG,17216,Delayed,11-24-2022
17060,W3N2Ep,KAR,17217,Delayed,08-10-2022
17061,OZ9o8M,FAF,17218,Cancelled,7-16-2022
17062,qLjBEr,EFL,17219,Delayed,01-01-2022
17063,xHcMu8,PGI,17220,Cancelled,4-16-2022
17064,lS9mKt,GKT,17221,On Time,3-24-2022
17065,jshwMh,NBO,17222,Cancelled,10-25-2022
17066,XdLR63,CRI,17223,Cancelled,05-09-2022
17067,A25bdf,CNL,17224,On Time,7-21-2022
17068,AAv9RQ,GRO,17225,Delayed,9-23-2022
17069,aXCWOf,AAI,17226,Cancelled,11-23-2022
17070,6agoV1,DSD,17228,Delayed,03-10-2022
17071,b0yPXE,OHA,17229,Delayed,12-17-2022
17072,OpFwWZ,TKF,17230,Cancelled,05-07-2022
17073,7MIfmW,BTM,17231,Delayed,02-04-2022
17074,17Wlt7,VDS,17232,Delayed,4-30-2022
17075,tUnQ3K,FLP,17233,On Time,04-01-2022
17076,3UZySg,SWV,17234,Cancelled,7-29-2022
17077,ERMwnO,IPC,17235,On Time,6-25-2022
17078,CePi4d,PVC,17236,On Time,1-21-2022
17079,AAUgDa,OTK,17237,Delayed,2-18-2022
17080,NdjHfU,KCQ,17238,On Time,1-27-2022
17081,BkKBwt,QPH,17239,Cancelled,07-03-2022
17082,U4YBSk,BYC,17240,On Time,01-02-2022
17083,R6IsQt,YER,17241,Cancelled,04-08-2022
17084,Ux8sBR,GRY,17242,Delayed,04-03-2022
17085,PC5KR1,EFL,17243,On Time,11-05-2022
17086,wNQNrI,BDX,17244,Delayed,1-21-2022
17087,bRUeti,BSE,17245,Delayed,5-20-2022
17088,tJUL22,ZPO,17246,Delayed,07-08-2022
17089,s9vlRv,DIB,17247,Cancelled,4-17-2022
17090,qyjOPj,BHX,17248,Cancelled,06-05-2022
17091,ro9FOO,ESC,17249,On Time,02-07-2022
17092,0l1rA6,DGR,17250,Cancelled,7-15-2022
17093,icEePC,OFJ,17251,On Time,5-14-2022
17094,GH6jhK,HDD,17252,On Time,5-31-2022
17095,1I0UUR,MSW,17253,Delayed,02-01-2022
17096,Qlrwd2,YOD,17254,Delayed,6-30-2022
17097,AxgEZj,CHN,17255,Delayed,11-12-2022
17098,rLbJDa,TPU,17256,On Time,03-11-2022
17099,l74jQv,HBH,17257,Delayed,7-26-2022
17100,FGbTF7,YVR,17258,Cancelled,7-20-2022
17101,YZwFEv,KGU,17259,Delayed,9-20-2022
17102,1E5EsK,FTY,17260,Delayed,03-08-2022
17103,9pHqPI,OHO,17261,Cancelled,7-27-2022
17104,zbLBQd,SFB,17262,On Time,08-04-2022
17105,W4LHhu,CBB,17263,Delayed,11-01-2022
17106,uJ0rLU,SEM,17264,On Time,08-03-2022
17107,f9ZgC4,SUU,17265,On Time,9-21-2022
17108,nkodCP,CEP,17266,On Time,05-03-2022
17109,32mQxb,SQO,17267,Cancelled,1-19-2022
17110,So08U1,CKS,17268,Cancelled,02-11-2022
17111,5tlozB,EFK,17269,Cancelled,11-11-2022
17112,vWmnnu,EUC,17270,Cancelled,03-11-2022
17113,B2VaHG,YWR,17271,Cancelled,10-03-2022
17114,bpxoXv,JGO,17272,Delayed,4-20-2022
17115,oOdmPD,CBU,17273,Delayed,9-29-2022
17116,p6LdYX,BNH,17274,Delayed,12-12-2022
17117,qdWzDO,SDQ,17275,Cancelled,07-10-2022
17118,CtaMKC,NJF,17276,Cancelled,9-20-2022
17119,mZmp7a,PIO,17277,On Time,11-19-2022
17120,Amxv8d,LSY,17278,On Time,08-04-2022
17121,zBpI8y,PIT,17279,On Time,10-23-2022
17122,TjkSMl,MJC,17280,On Time,12-21-2022
17123,9o0gte,HLO,17281,On Time,3-23-2022
17124,YAk9E7,SUS,17282,Cancelled,02-06-2022
17125,rxGz1h,YKY,17283,Cancelled,11-10-2022
17126,Ex7Y9p,TMJ,17284,Cancelled,02-05-2022
17127,8Z6jHb,NIF,17285,Delayed,1-27-2022
17128,YpHyc4,MKL,17286,On Time,03-02-2022
17129,pUE2RC,XIN,17287,On Time,07-07-2022
17130,bhM3Yh,ASO,17288,Delayed,06-08-2022
17131,8Os5Ne,YEN,17289,Delayed,1-24-2022
17132,nGG973,NUI,17290,Cancelled,12-29-2022
17133,IXAso8,ELB,17291,Cancelled,06-08-2022
17134,2HHgo7,BOU,17292,Delayed,12-29-2022
17135,ELrQsK,PBC,17293,On Time,10-03-2022
17136,A6NGbA,TBJ,17294,Cancelled,06-12-2022
17137,2Dznpn,ZKP,17295,Cancelled,04-05-2022
17138,N8Kkm4,PIR,17296,On Time,3-20-2022
17139,DMgsTO,ANE,17297,On Time,3-26-2022
17140,LUF3Nn,RMU,17298,Delayed,4-18-2022
17141,6ENyZH,TGP,17299,Delayed,5-20-2022
17142,DU7g9X,RRK,17300,Delayed,6-25-2022
17143,5bOhkK,BAX,17301,Delayed,04-06-2022
17144,OgXkcp,LWB,17302,On Time,8-21-2022
17145,uszYeT,BKP,17303,On Time,03-11-2022
17146,OqjLpX,NHS,17304,Delayed,2-25-2022
17147,zFcNq8,USO,17305,Delayed,10-18-2022
17148,vHOPeU,OIR,17306,On Time,05-12-2022
17149,MmCgpA,LGB,17307,Cancelled,6-27-2022
17150,enKTsm,TLZ,17308,Delayed,7-29-2022
17151,LJGLhy,MAK,17309,Delayed,2-23-2022
17152,ZoGsIy,VYS,17310,On Time,10-30-2022
17153,s4WDJJ,HNM,17311,On Time,03-06-2022
17154,uYXzNa,NJK,17312,Delayed,01-09-2022
17155,q6G9ES,BBH,17313,Delayed,12-22-2022
17156,ckCQcv,SJK,17314,Cancelled,6-13-2022
17157,MIHB0j,LKL,17315,Cancelled,5-31-2022
17158,M5sZ4H,HXD,17316,Cancelled,9-20-2022
17159,wN1IN1,MTZ,17318,On Time,4-29-2022
17160,yXJoJD,VUP,17319,On Time,10-21-2022
17161,q79rwu,TGK,17320,Delayed,04-01-2022
17162,ORhgFf,NIU,17321,On Time,9-25-2022
17163,1QkNHT,EST,17322,Delayed,11-06-2022
17164,PD50aS,HLL,17323,Delayed,08-05-2022
17165,uurHlT,BCM,17324,Cancelled,02-07-2022
17166,N9HXva,GTA,17325,On Time,7-18-2022
17167,qPJauv,NYE,17326,Cancelled,7-24-2022
17168,oQhsUn,KWJ,17327,Cancelled,2-24-2022
17169,XviY25,KWV,17328,Delayed,06-09-2022
17170,tGgWsl,SCD,17329,Cancelled,01-05-2022
17171,GYDoad,OHR,17330,On Time,4-14-2022
17172,VviaZX,SPS,17331,Delayed,11-17-2022
17173,aHxE5N,AXE,17332,Cancelled,10-08-2022
17174,TGLHgM,HYA,17333,Delayed,8-20-2022
17175,wY8Vu3,NMB,17334,On Time,12-28-2022
17176,ppR0f1,CET,17335,Delayed,01-06-2022
17177,QFisK8,ZUM,17336,Cancelled,7-15-2022
17178,jRnL8K,HYN,17337,Delayed,10-27-2022
17179,sTIDjF,VHV,17338,Delayed,11-12-2022
17180,sK4rhc,SRP,17339,Delayed,1-23-2022
17181,8zRIBY,AUS,17340,On Time,12-12-2022
17182,UfJ7pK,ITI,17341,On Time,6-17-2022
17183,TrhX9R,LNK,17342,On Time,6-26-2022
17184,83scKQ,TBV,17343,Cancelled,08-05-2022
17185,8sQ6Rq,AAB,17344,Cancelled,5-14-2022
17186,DXcKYs,YIN,17345,On Time,9-16-2022
17187,NF2Xbm,LMP,17346,Delayed,7-27-2022
17188,DxysxI,BLO,17347,On Time,11-30-2022
17189,0QHHvS,DLH,17348,Delayed,4-16-2022
17190,BZQllT,GFA,17349,On Time,6-18-2022
17191,o3XOIU,OPB,17350,Cancelled,1-13-2022
17192,hOiqMe,TSZ,17351,Delayed,7-25-2022
17193,GRap65,LDH,17352,On Time,09-06-2022
17194,v283vb,MEN,17353,On Time,8-26-2022
17195,kBPHaQ,AIF,17354,On Time,1-18-2022
17196,94JndC,YFE,17355,Delayed,4-24-2022
17197,qaYFtT,OMS,17356,Cancelled,02-09-2022
17198,WbMjr1,BEK,17357,Cancelled,09-05-2022
17199,F5bEtS,OGU,17358,On Time,06-10-2022
17200,uOdHHn,HES,17359,On Time,10-12-2022
17201,TVdmlC,MQN,17360,Delayed,8-30-2022
17202,qgNJET,NCE,17361,Delayed,06-10-2022
17203,rji0Jq,HHR,17362,On Time,9-28-2022
17204,E1qBqU,GUD,17363,Delayed,5-19-2022
17205,sYqy0N,BGC,17364,Cancelled,12-05-2022
17206,YQgDEk,ALV,17365,Cancelled,7-24-2022
17207,MgQwhq,CKZ,17366,Delayed,09-05-2022
17208,OMs57F,AKE,17367,Cancelled,2-18-2022
17209,YkXIsI,DKK,17368,Delayed,10-05-2022
17210,FS1dzI,CIX,17369,On Time,01-04-2022
17211,MtVDtG,LIA,17370,Delayed,7-18-2022
17212,XrQyu2,KCS,17371,Cancelled,5-31-2022
17213,kra5E7,VDE,17372,Cancelled,12-04-2022
17214,xYgwdF,YAJ,17373,Cancelled,1-24-2022
17215,FOHB1x,ESG,17374,On Time,08-07-2022
17216,WHZwzU,JUV,17375,On Time,11-18-2022
17217,boyqHU,ZEM,17376,Cancelled,3-29-2022
17218,iGXgww,GOU,17377,Delayed,7-15-2022
17219,YvhVXB,XAB,17378,On Time,11-29-2022
17220,Kzw360,FKL,17379,On Time,5-15-2022
17221,IT4FNb,CPX,17380,On Time,1-15-2022
17222,UXlTUq,CIM,17381,Delayed,10-28-2022
17223,u8znqk,BAR,17382,Delayed,9-14-2022
17224,yUXQ1l,RAJ,17383,On Time,8-28-2022
17225,ajPn9t,ACZ,17384,Delayed,04-04-2022
17226,wgkdC4,SWB,17385,Cancelled,04-01-2022
17227,YWAtxv,BXN,17386,Cancelled,6-18-2022
17228,cSZZek,ISC,17387,Delayed,4-13-2022
17229,wcA1WL,RTG,17388,Cancelled,09-07-2022
17230,wD1ygh,YCA,17389,Delayed,6-28-2022
17231,VUJntj,KLV,17390,Delayed,3-29-2022
17232,FYa8sm,AWR,17391,On Time,5-26-2022
17233,DegXML,AKM,17392,Cancelled,2-16-2022
17234,jBdSpV,KKC,17393,Cancelled,3-21-2022
17235,Mx7KPF,RDB,17394,Cancelled,7-24-2022
17236,OH0o4z,ISI,17395,On Time,4-21-2022
17237,JCr7fR,AUG,17396,Cancelled,12-11-2022
17238,c7YWzH,ZVK,17397,On Time,04-07-2022
17239,PF4z8B,NRB,17398,On Time,08-03-2022
17240,zvDrs7,RCM,17399,Cancelled,7-26-2022
17241,7IcMG9,XPL,17400,Delayed,05-08-2022
17242,Bwm20h,GBD,17401,Delayed,09-07-2022
17243,aD1sTE,PWA,17402,Cancelled,10-07-2022
17244,Md1Hdb,BSI,17403,Delayed,08-10-2022
17245,3ufRxS,COC,17404,Cancelled,09-08-2022
17246,3v77Y6,TEF,17405,On Time,8-19-2022
17247,Wumfcw,KHN,17406,On Time,5-17-2022
17248,jW21My,SXR,17407,Delayed,11-06-2022
17249,qyofWq,TNT,17408,Delayed,6-24-2022
17250,DnKGP2,UCE,17409,On Time,6-28-2022
17251,BK7FOA,LBN,17410,On Time,05-08-2022
17252,RHXPS1,AAK,17411,Delayed,5-18-2022
17253,a8zmuz,TAT,17412,Cancelled,5-13-2022
17254,v7IXeA,IMB,17413,On Time,4-29-2022
17255,nzEkzo,JCJ,17414,On Time,6-13-2022
17256,HpqVKM,KEA,17415,Cancelled,11-01-2022
17257,j05LJy,DGP,17416,Cancelled,12-23-2022
17258,H8Epon,WHF,17417,Delayed,04-09-2022
17259,zYO2G9,HHH,17418,On Time,7-28-2022
17260,NV85S7,YLK,17419,Cancelled,4-16-2022
17261,Dmj6B4,RDG,17420,On Time,11-23-2022
17262,znz3A2,VIG,17421,Delayed,8-14-2022
17263,xM7Dzk,CRL,17422,Delayed,11-02-2022
17264,4dkiUC,WYS,17423,Delayed,12-11-2022
17265,KIRr8E,KOJ,17424,On Time,9-26-2022
17266,T8Kik9,THK,17425,Delayed,9-26-2022
17267,8MlQ6F,KNP,17426,On Time,11-13-2022
17268,UDFpYq,RUT,17427,Delayed,8-29-2022
17269,4Yp451,MZZ,17428,Cancelled,2-13-2022
17270,vUDMxH,NAN,17429,Cancelled,9-27-2022
17271,lp0hTZ,NDF,17430,Cancelled,06-11-2022
17272,V1BrVT,RND,17431,On Time,03-08-2022
17273,PBRD8L,LCL,17432,Delayed,12-13-2022
17274,d4wTZX,GVW,17433,Delayed,12-06-2022
17275,XPoxSX,SCQ,17434,Delayed,3-30-2022
17276,4darYZ,SDU,17435,Delayed,10-24-2022
17277,dMbl3G,TYB,17436,On Time,4-27-2022
17278,GDBOZI,RWL,17437,Cancelled,05-01-2022
17279,0tARyr,NND,17438,On Time,9-16-2022
17280,srscQW,OTV,17439,Delayed,11-13-2022
17281,idiRo9,MTU,17440,Cancelled,10-07-2022
17282,HOG6Wu,ATJ,17441,Cancelled,5-26-2022
17283,F5Fl5m,LGU,17442,On Time,09-11-2022
17284,rPhfVJ,HIN,17443,Delayed,6-29-2022
17285,bCIEJe,ACJ,17444,On Time,8-31-2022
17286,owiJkF,MZO,17445,Delayed,03-09-2022
17287,ca13D0,RRT,17446,On Time,5-29-2022
17288,tVAqYm,NVR,17447,On Time,03-02-2022
17289,xSMBRI,LTK,17448,Cancelled,10-04-2022
17290,jXI1ir,THR,17449,On Time,02-01-2022
17291,IJRhJ7,OYO,17450,On Time,03-09-2022
17292,gKtMqm,YQW,17451,On Time,7-30-2022
17293,A9uEhT,CII,17452,Cancelled,08-07-2022
17294,fApiOI,MHK,17453,On Time,7-22-2022
17295,FQk38U,SMG,17454,Delayed,10-06-2022
17296,fHgEd6,CRH,17455,On Time,2-25-2022
17297,1UQyup,REL,17456,Delayed,12-19-2022
17298,TepsPT,SGF,17457,On Time,10-16-2022
17299,tGsqgW,HBU,17458,On Time,08-11-2022
17300,1UieRi,YCB,17459,Cancelled,8-14-2022
17301,GviQ81,DAD,17460,Cancelled,5-25-2022
17302,Hdx13Z,ABP,17461,Cancelled,4-29-2022
17303,7ZavLQ,MXN,17462,Delayed,1-16-2022
17304,BwyDJr,JMO,17463,Cancelled,1-24-2022
17305,LT8wFt,AOG,17464,On Time,12-14-2022
17306,hJyfVS,IKA,17465,Cancelled,11-18-2022
17307,nzxg1D,SOH,17466,On Time,4-25-2022
17308,geOidF,ULN,17467,On Time,11-06-2022
17309,nZZsnD,RNB,17468,Cancelled,03-11-2022
17310,d7Vhtf,CMS,17469,Delayed,2-21-2022
17311,TOKFpv,YYC,17470,Cancelled,6-21-2022
17312,MGNllT,SMM,17471,On Time,03-10-2022
17313,un4U3M,HUG,17472,On Time,01-11-2022
17314,l0QOCW,CHS,17473,Delayed,10-13-2022
17315,nXnOBo,MZZ,17474,Cancelled,09-10-2022
17316,04Ojfi,YPS,17475,On Time,7-29-2022
17317,SgOXbp,VCL,17476,Delayed,6-25-2022
17318,cRSEGz,CYF,17477,On Time,08-06-2022
17319,TNIkpC,ORV,17478,Cancelled,09-12-2022
17320,yGu0bq,NSK,17479,Cancelled,5-21-2022
17321,JzbgYa,LSP,17480,Cancelled,2-27-2022
17322,XFCDcI,DIU,17481,Cancelled,6-15-2022
17323,sgiTtO,UDA,17482,Cancelled,1-19-2022
17324,e5w62G,BIL,17483,Cancelled,9-13-2022
17325,ufFpu1,LWH,17484,On Time,11-25-2022
17326,0Dw31A,ANQ,17485,Cancelled,02-07-2022
17327,nQiG7J,TKX,17486,Cancelled,2-17-2022
17328,XygLfN,MCX,17487,On Time,10-09-2022
17329,vR0djb,CSC,17488,Cancelled,11-03-2022
17330,rq1Is6,ZPC,17489,Cancelled,12-28-2022
17331,VkYvRR,MEE,17490,On Time,5-18-2022
17332,IxLbuC,NAI,17491,On Time,09-01-2022
17333,sk66Pd,JAR,17492,Delayed,7-22-2022
17334,lO3y5A,HPY,17493,Delayed,5-21-2022
17335,1mTtru,GBP,17494,Delayed,08-11-2022
17336,HlWKMI,ANA,17495,Delayed,2-27-2022
17337,eB0Gn0,AZR,17496,On Time,3-18-2022
17338,0cMT8i,OEL,17497,On Time,03-07-2022
17339,bxsWzO,ABV,17498,Cancelled,8-17-2022
17340,xMxjn9,FAJ,17499,On Time,12-27-2022
17341,UmFCn2,KWX,17500,Cancelled,12-14-2022
17342,0r3fDU,TDX,17501,On Time,1-20-2022
17343,FQICJD,BIU,17502,Delayed,11-17-2022
17344,eATnoa,GOC,17503,On Time,9-27-2022
17345,EKdGTD,CYO,17504,On Time,5-20-2022
17346,ATi7Up,HJR,17505,Delayed,02-10-2022
17347,pEg2W5,YZY,17506,Delayed,3-13-2022
17348,tAuf1C,YMK,17507,Cancelled,07-08-2022
17349,ywoQg5,UTS,17508,On Time,05-01-2022
17350,tsEESy,ELF,17509,Delayed,9-19-2022
17351,RybiUZ,IMB,17510,On Time,6-18-2022
17352,QI4a4d,TYB,17511,On Time,4-22-2022
17353,CEbnTT,LDU,17512,On Time,12-28-2022
17354,Ni7bnE,CTR,17513,Delayed,3-19-2022
17355,CPOxkt,NYO,17514,Delayed,6-30-2022
17356,pPBVYi,PSQ,17515,Cancelled,11-24-2022
17357,5oDQIc,BNK,17516,On Time,10-30-2022
17358,bYvatv,EUQ,17517,Delayed,4-22-2022
17359,x7DLFT,POU,17518,Delayed,11-02-2022
17360,6lyQph,SVK,17519,Delayed,3-18-2022
17361,DZcrSE,GDZ,17520,Delayed,11-26-2022
17362,TntC12,FOA,17521,On Time,03-07-2022
17363,hovXAx,BBA,17522,Cancelled,4-19-2022
17364,gHC9DL,SRT,17523,Cancelled,08-01-2022
17365,2YqOec,MWL,17524,Delayed,09-09-2022
17366,Du5UMw,FSK,17525,On Time,04-09-2022
17367,pHA1OZ,SLC,17526,Cancelled,3-29-2022
17368,nDfD4B,DQH,17527,Delayed,4-25-2022
17369,jROQH8,TNG,17528,Delayed,08-03-2022
17370,kYtao0,PUG,17529,Delayed,3-22-2022
17371,uVIoKH,AUR,17530,Cancelled,12-17-2022
17372,IdyzCe,AGP,17531,On Time,12-29-2022
17373,WNIXlS,BIQ,17532,Delayed,7-23-2022
17374,DXIM1R,TAW,17533,On Time,8-25-2022
17375,CSQokg,SRD,17534,Delayed,02-05-2022
17376,Oe6MfO,NIC,17535,Cancelled,03-04-2022
17377,RjzNg3,LTC,17536,Delayed,9-24-2022
17378,gZLvjg,PXH,17537,Delayed,11-10-2022
17379,8AEI0O,VAF,17538,Delayed,8-23-2022
17380,gtMhvj,SAL,17539,Cancelled,4-29-2022
17381,VfJXsK,VIB,17540,Delayed,9-21-2022
17382,prvsBw,IXQ,17541,Cancelled,2-25-2022
17383,Xyggju,ODW,17542,Cancelled,1-14-2022
17384,pdBR4m,LNO,17543,Delayed,8-20-2022
17385,UlGoeO,ORV,17544,On Time,3-13-2022
17386,D5HuaI,SHO,17545,Delayed,09-12-2022
17387,3FoWWP,INX,17546,Delayed,02-04-2022
17388,7xnSRd,SEW,17547,On Time,04-03-2022
17389,fTrTX9,YKQ,17548,Cancelled,4-13-2022
17390,rL9Dp7,ANW,17549,Delayed,11-14-2022
17391,iZsljR,CSY,17550,Cancelled,5-22-2022
17392,3Hkfoj,JAV,17551,On Time,3-27-2022
17393,Xg1qfG,CII,17552,On Time,8-29-2022
17394,hycyOg,YEL,17553,Delayed,5-13-2022
17395,p26sWF,MXG,17554,Cancelled,11-15-2022
17396,dNMjuD,WAK,17555,On Time,10-28-2022
17397,xW21ip,YKY,17556,On Time,2-25-2022
17398,2i9116,LIA,17557,Cancelled,4-26-2022
17399,6mhjmS,BHC,17558,Delayed,3-29-2022
17400,TrxjN9,TBH,17560,On Time,04-01-2022
17401,pkQDIq,YWA,17561,Cancelled,7-26-2022
17402,1Vt5JB,NTB,17562,Delayed,09-03-2022
17403,MP4XfS,BHO,17563,Delayed,11-16-2022
17404,o4UzsS,UTS,17564,On Time,10-15-2022
17405,RW2tnP,ATA,17565,Delayed,08-08-2022
17406,0souUo,UMA,17566,On Time,1-16-2022
17407,Ftfi8v,KNU,17567,On Time,6-18-2022
17408,2awlOL,KDZ,17568,Delayed,10-26-2022
17409,k0nZgR,HGU,17569,Delayed,2-24-2022
17410,Dmt6k4,HOR,17570,Delayed,8-25-2022
17411,pxSuXO,CLZ,17571,Cancelled,7-17-2022
17412,0ThSZf,DMM,17572,Delayed,1-14-2022
17413,94wUYJ,FSP,17573,Delayed,7-18-2022
17414,IV9AQJ,RNB,17574,Cancelled,4-13-2022
17415,YtLnMn,AGY,17575,Cancelled,06-04-2022
17416,BU0P2C,WDG,17576,Cancelled,9-30-2022
17417,Sj6HYf,LKV,17577,Cancelled,11-21-2022
17418,zmRil5,MSL,17578,Delayed,08-10-2022
17419,bL2QE0,VGZ,17579,Cancelled,3-28-2022
17420,xn7UVt,CTR,17580,Delayed,06-06-2022
17421,3Lpc5H,MUP,17581,Delayed,1-24-2022
17422,otMGON,CTO,17582,Delayed,9-16-2022
17423,t73Ko8,SAB,17583,Cancelled,03-06-2022
17424,uJ5Rlw,SAR,17584,Cancelled,07-02-2022
17425,DtMAIq,CCE,17585,On Time,9-18-2022
17426,7NIzQo,RFS,17586,Delayed,9-21-2022
17427,x53mp7,CKU,17587,Delayed,4-15-2022
17428,vMrBWU,CGP,17588,On Time,12-24-2022
17429,shv39Y,WRA,17589,Cancelled,11-10-2022
17430,HiI0q7,GXX,17590,Cancelled,1-17-2022
17431,rjQWxH,LAP,17591,Delayed,03-02-2022
17432,Gb3YrR,YCR,17592,On Time,02-06-2022
17433,BLwf18,KEQ,17593,Cancelled,05-12-2022
17434,VDV8Wb,LIV,17594,Delayed,8-31-2022
17435,sGVDQd,IMO,17595,Delayed,10-07-2022
17436,8Ssljd,WHS,17596,Delayed,8-26-2022
