XXN,Riyadh Air Base,Saudi Arabia,Asia
PJA,Pajala Airport,Sweden,Europe
PFO,Paphos International Airport,Cyprus,Asia
MQV,Mostaganem Airport,Algeria,Africa
STD,Mayor Buenaventura Vivas International Airport,Venezuela,South America
MSH,Masirah Air Base,Oman,Asia
SYJ,Sirjan Airport,Iran,Asia
MXJ,Minna Airport,Nigeria,Africa
GUF,Jack Edwards Airport,United States,North America
ESA,Esa'ala Airport,Papua New Guinea,Oceania
DWC,Al Maktoum International Airport,United Arab Emirates,Asia
EUG,Mahlon Sweet Field,United States,North America
EFD,Ellington Airport,United States,North America
MIN,Minnipa Airport,Australia,Oceania
YWN,Winisk Airport,Canada,North America
AQG,Anqing Tianzhushan Airport,China,Asia
KWE,Longdongbao Airport,China,Asia
BJL,Banjul International Airport,Gambia,Africa
SUK,Sakkyryr Airport,Russian Federation,Europe
YDT,Boundary Bay Airport,Canada,North America
WMB,Warrnambool Airport,Australia,Oceania
YIN,Yining Airport,China,Asia
WSG,Washington County Airport,United States,North America
YCA,Courtenay Airpark,Canada,North America
SIM,Simbai Airport,Papua New Guinea,Oceania
IVG,Berane Airport,Montenegro,Europe
EDQ,Erandique Airport,Honduras,North America
CHT,Chatham Islands-Tuuta Airport,New Zealand,Oceania
HEG,Heglig Airport,Sudan,Africa
SFL,São Filipe Airport,Cabo Verde,Africa
YLL,Lloydminster Airport,Canada,North America
QHU,Husum-Schwesing Airport,Germany,Europe
BUJ,Bou Saada Airport,Algeria,Africa
ANJ,Zanaga Airport,Congo,Africa
AAM,Malamala Airport,South Africa,Africa
SAK,Sauðárkrókur Airport,Iceland,Europe
OYG,Moyo Airport,Uganda,Africa
DOA,Doany Airport,Madagascar,Africa
CKU,Cordova Municipal Airport,United States,North America
RGR,Ranger Municipal Airport,United States,North America
RET,Røst Airport,Norway,Europe
RIE,hln,United States,North America
PEH,Comodoro Pedro Zanni Airport,Argentina,South America
GME,Gomel Airport,Belarus,Europe
SOJ,Sørkjosen Airport,Norway,Europe
CAL,Campbeltown Airport,United Kingdom,Europe
JKL,Kalymnos Airport,Greece,Europe
VME,Villa Reynolds Airport,Argentina,South America
MPY,Maripasoula Airport,French Guiana,South America
YWP,Webequie Airport,Canada,North America
KUK,Kasigluk Airport,United States,North America
SZH,Senipah Heliport,Indonesia,Asia
PLW,Mutiara Airport,Indonesia,Asia
BLT,Blackwater Airport,Australia,Oceania
YAA,Anahim Lake Airport,Canada,North America
YRI,Rivière-du-Loup Airport,Canada,North America
LZR,Lizard Island Airport,Australia,Oceania
CDP,Kadapa Airport,India,Asia
PUZ,Puerto Cabezas Airport,Nicaragua,North America
MAO,Eduardo Gomes International Airport,Brazil,South America
MUR,Marudi Airport,Malaysia,Asia
VGD,Vologda Airport,Russian Federation,Europe
NYT,Naypyidaw Airport,Myanmar,Asia
BLJ,Batna Airport,Algeria,Africa
KRF,Kramfors Sollefteå Airport,Sweden,Europe
TBN,Waynesville-St. Robert Regional Forney field,United States,North America
LAO,Laoag International Airport,Philippines,Asia
ZND,Zinder Airport,Niger,Africa
LTK,Bassel Al-Assad International Airport,Syrian Arab Republic,Asia
RDA,Rockhampton Downs Airport,Australia,Oceania
KGD,Khrabrovo Airport,Russian Federation,Europe
SOZ,Solenzara (BA 126) Air Base,France,Europe
ANI,Aniak Airport,United States,North America
CNS,Cairns International Airport,Australia,Oceania
MJC,Man Airport,Côte d'Ivoire,Africa
VAI,Vanimo Airport,Papua New Guinea,Oceania
BIG,Allen Army Airfield,United States,North America
KRQ,Kramatorsk Airport,Ukraine,Europe
YNX,Snap Lake Airport,Canada,North America
SIC,San José Island Airport,Panama,North America
YMJ,Moose Jaw Air Vice Marshal C. M. McEwen Airport,Canada,North America
LCP,Loncopue Airport,Argentina,South America
MCZ,Zumbi dos Palmares Airport,Brazil,South America
DAT,Datong Airport,China,Asia
WMP,Mampikony Airport,Madagascar,Africa
PIK,Glasgow Prestwick Airport,United Kingdom,Europe
SVZ,San Antonio Del Tachira Airport,Venezuela,South America
BAJ,Bali Airport,Papua New Guinea,Oceania
MWJ,Matthews Ridge Airport,Guyana,South America
CKX,Chicken Airport,United States,North America
CNN,Kannur International Airport,India,Asia
KSG,Kisengam Airport,Papua New Guinea,Oceania
HFN,Hornafjörður Airport,Iceland,Europe
SXH,Sehulea Airport,Papua New Guinea,Oceania
LOD,Longana Airport,Vanuatu,Oceania
KSS,Sikasso Airport,Mali,Africa
BWA,Gautam Buddha Airport,Nepal,Asia
LQK,Pickens County Airport,United States,North America
SNV,Santa Elena de Uairen Airport,Venezuela,South America
BJK,Nangasuri Airport,Indonesia,Asia
SKE,Skien Airport,Norway,Europe
CKO,Cornélio Procópio Airport,Brazil,South America
LZI,Luozi Airport,Congo,Africa
PNP,Girua Airport,Papua New Guinea,Oceania
TLJ,Tatalina LRRS Airport,United States,North America
PRG,Václav Havel Airport Prague,Czechia,Europe
GOH,Godthaab / Nuuk Airport,Greenland,Europe
FBK,Ladd AAF Airfield,United States,North America
PEL,Pelaneng Airport,Lesotho,Africa
CJU,Jeju International Airport,Korea,Asia
ENV,Wendover Airport,United States,North America
IKU,Issyk-Kul International Airport,Kyrgyzstan,Asia
QHR,Harar Meda Airport,Ethiopia,Africa
NNA,Kenitra Airport,Morocco,Africa
RBX,Rumbek Airport,South Sudan,Africa
RAW,Arawa Airport,Papua New Guinea,Oceania
ALU,Alula Airport,Somalia,Africa
HOD,Hodeidah International Airport,Yemen,Asia
KBV,Krabi Airport,Thailand,Asia
KTD,Kitadaito Airport,Japan,Asia
MAP,Mamai Airport,Papua New Guinea,Oceania
ZUM,Churchill Falls Airport,Canada,North America
IGO,Chigorodó Airport,Colombia,South America
DTL,Detroit Lakes Airport - Wething Field,United States,North America
HUC,Humacao Airport,Puerto Rico,North America
HIB,Range Regional Airport,United States,North America
NAY,Beijing Nanyuan Airport,China,Asia
AGS,Augusta Regional At Bush Field,United States,North America
BON,Flamingo International Airport,Bonaire,North America
BOC,Bocas Del Toro International Airport,Panama,North America
FOD,Fort Dodge Regional Airport,United States,North America
MEO,Dare County Regional Airport,United States,North America
MHZ,RAF Mildenhall,United Kingdom,Europe
LFQ,Linfen Qiaoli Airport,China,Asia
TR7,Ottawa / Rockcliffe Seaplane Base,Canada,North America
FAY,Fayetteville Regional Grannis Field,United States,North America
KGI,Kalgoorlie Boulder Airport,Australia,Oceania
BMF,Bakouma Airport,Central African Republic,Africa
RIM,San Nicolas Airport,Peru,South America
GNV,Gainesville Regional Airport,United States,North America
BHX,Birmingham International Airport,United Kingdom,Europe
GDP,Guadalupe Airport,Brazil,South America
IVH,Ivishak Airport,United States,North America
KSE,Kasese Airport,Uganda,Africa
KCF,Kadanwari Airport,Pakistan,Asia
UNA,Hotel Transamérica Airport,Brazil,South America
RGI,Rangiroa Airport,French Polynesia,Oceania
FAK,False Island Seaplane Base,United States,North America
FAV,Fakarava Airport,French Polynesia,Oceania
BFJ,Bijie Feixiong Airport,China,Asia
PMS,Palmyra Airport,Syrian Arab Republic,Asia
YXX,Abbotsford Airport,Canada,North America
TSV,Townsville Airport,Australia,Oceania
UPV,Upavon Aerodrome,United Kingdom,Europe
AKI,Akiak Airport,United States,North America
GML,Gostomel Airport,Ukraine,Europe
CEJ,Chernihiv Shestovitsa Airport,Ukraine,Europe
ECS,Mondell Field,United States,North America
BCO,Baco Airport,Ethiopia,Africa
LYP,Faisalabad International Airport,Pakistan,Asia
BOD,Bordeaux-Mérignac Airport,France,Europe
AZI,Bateen Airport,United Arab Emirates,Asia
SQC,Southern Cross Airport,Australia,Oceania
AAF,Apalachicola Regional Airport,United States,North America
MDT,Harrisburg International Airport,United States,North America
TKL,Taku Lodge Seaplane Base,United States,North America
LPT,Lampang Airport,Thailand,Asia
SUT,Sumbawanga Airport,Tanzania,Africa
KZO,Kzyl-Orda Southwest Airport,Kazakhstan,Asia
TPQ,Amado Nervo National Airport,Mexico,North America
BCH,Cakung Airport,Timor-Leste,Asia
DIS,Ngot Nzoungou Airport,Congo,Africa
OBC,Obock Airport,Djibouti,Africa
LLB,Libo Airport,China,Asia
PWM,Portland International Jetport Airport,United States,North America
HOP,Campbell AAF (Fort Campbell) Air Field,United States,North America
CUI,Currillo Airport,Colombia,South America
LGR,Cochrane Airport,Chile,South America
MEX,Licenciado Benito Juarez International Airport,Mexico,North America
BBQ,Codrington Airport,Antigua and Barbuda,North America
CUV,Casigua El Cubo Airport,Venezuela,South America
LCC,Lecce Galatina Air Base,Italy,Europe
AMT,Amata Airport,Australia,Oceania
TDB,Tetebedi Airport,Papua New Guinea,Oceania
BDT,Gbadolite Airport,Congo,Africa
USU,Francisco B. Reyes Airport,Philippines,Asia
BDY,Bandon State Airport,United States,North America
BAG,Loakan Airport,Philippines,Asia
HTN,Hotan Airport,China,Asia
NVG,Nueva Guinea Airport,Nicaragua,North America
IPU,Ipiaú Airport,Brazil,South America
TJA,Capitan Oriel Lea Plaza Airport,Bolivia,South America
XYE,Ye Airport,Myanmar,Asia
URZ,Orūzgān Airport,Afghanistan,Asia
TAU,Tauramena Airport,Colombia,South America
QYD,Oksywie Military Air Base,Poland,Europe
KLH,Kolhapur Airport,India,Asia
APP,Asapa Airport,Papua New Guinea,Oceania
HBH,Entrance Island Seaplane Base,United States,North America
NVA,Benito Salas Airport,Colombia,South America
PWI,Beles Airport,Ethiopia,Africa
MDO,Middleton Island Airport,United States,North America
ILO,Iloilo International Airport,Philippines,Asia
HNA,Hanamaki Airport,Japan,Asia
ERG,Yerbogachen Airport,Russian Federation,Asia
CBJ,Cabo Rojo Airport,Dominican Republic,North America
NNM,Naryan Mar Airport,Russian Federation,Europe
OSK,Oskarshamn Airport,Sweden,Europe
CKT,Sarakhs Airport,Iran,Asia
PBL,General Bartolome Salom International Airport,Venezuela,South America
PGV,Pitt Greenville Airport,United States,North America
JSU,Maniitsoq Airport,Greenland,Europe
DGG,Fishermans Airfield,Papua New Guinea,Oceania
TRS,Trieste–Friuli Venezia Giulia Airport,Italy,Europe
EAT,Pangborn Memorial Airport,United States,North America
CBM,Columbus Air Force Base,United States,North America
YBY,Bonnyville Airport,Canada,North America
CGC,Cape Gloucester Airport,Papua New Guinea,Oceania
LYU,Ely Municipal Airport,United States,North America
QNV,Aeroclube Airport,Brazil,South America
TNA,Yaoqiang Airport,China,Asia
CLR,Cliff Hatfield Memorial Airport,United States,North America
YGC,Grande Cache Airport,Canada,North America
UEL,Quelimane Airport,Mozambique,Africa
DAP,Darchula Airport,Nepal,Asia
FCM,Flying Cloud Airport,United States,North America
NEK,Nekemte Airport,Ethiopia,Africa
OHR,Wyk auf Föhr Airport,Germany,Europe
DHM,Kangra Airport,India,Asia
MLU,Monroe Regional Airport,United States,North America
YRT,Rankin Inlet Airport,Canada,North America
LOF,Loen Airport,Marshall Islands,Oceania
PBG,Plattsburgh International Airport,United States,North America
SVU,Savusavu Airport,Fiji,Oceania
OCN,Oceanside Municipal Airport,United States,North America
BJD,Bakkafjörður Airport,Iceland,Europe
BRE,Bremen Airport,Germany,Europe
DAV,Enrique Malek International Airport,Panama,North America
MQR,Mosquera Airport,Colombia,South America
VSE,Aerodromo Goncalves Lobato (Viseu Airport),Portugal,Europe
DCI,Decimomannu Air Base,Italy,Europe
SDJ,Sendai Airport,Japan,Asia
TPU,Tikapur Airport,Nepal,Asia
CMA,Cunnamulla Airport,Australia,Oceania
IAL,Ialibu Airport,Papua New Guinea,Oceania
RTI,David Constantijn Saudale Airport,Indonesia,Asia
APN,Alpena County Regional Airport,United States,North America
TJK,Tokat Airport,Turkey,Asia
BJT,Bentota River Waterdrome,Sri Lanka,Asia
RCK,H H Coffield Regional Airport,United States,North America
PME,Fleetlands Heliport,United Kingdom,Europe
PPK,Petropavlosk South Airport,Kazakhstan,Asia
VLK,Volgodonsk Airport,Russian Federation,Europe
MBX,Maribor Airport,Slovenia,Europe
EWY,RAF Greenham Common,United Kingdom,Europe
TTX,Truscott-Mungalalu Airport,Australia,Oceania
YGM,Gimli Industrial Park Airport,Canada,North America
ALZ,Alitak Seaplane Base,United States,North America
TWY,Tawa Airport,Papua New Guinea,Oceania
SYX,Sanya Phoenix International Airport,China,Asia
CXB,Cox's Bazar Airport,Bangladesh,Asia
LCO,Lague Airport,Congo,Africa
JDG,Jeongseok Airport,Korea,Asia
RIH,Scarlett Martinez International Airport,Panama,North America
ULM,New Ulm Municipal Airport,United States,North America
MKB,Mekambo Airport,Gabon,Africa
OBN,Oban Airport,United Kingdom,Europe
VRY,Værøy Heliport,Norway,Europe
UOL,Buol Airport,Indonesia,Asia
OFF,Offutt Air Force Base,United States,North America
XCM,Chatham Kent Airport,Canada,North America
MXG,Marlboro Airport,United States,North America
DOY,Dongying Shengli Airport,China,Asia
SKH,Surkhet Airport,Nepal,Asia
CNB,Coonamble Airport,Australia,Oceania
BXF,Bellburn Airstrip,Australia,Oceania
NPG,Nipa Airport,Papua New Guinea,Oceania
OSU,The Ohio State University Airport - Don Scott Field,United States,North America
BQS,Ignatyevo Airport,Russian Federation,Asia
ASV,Amboseli Airport,Kenya,Africa
OBI,Óbidos Airport,Brazil,South America
GLX,Gamarmalamo Airport,Indonesia,Asia
IWO,Iwo Jima Airport,Japan,Asia
RFP,Raiatea Airport,French Polynesia,Oceania
SSZ,Base Aérea de Santos Airport,Brazil,South America
PNB,Porto Nacional Airport,Brazil,South America
ARR,D. Casimiro Szlapelis Airport,Argentina,South America
OKC,Will Rogers World Airport,United States,North America
GXG,Negage Airport,Angola,Africa
CWA,Central Wisconsin Airport,United States,North America
LPL,Liverpool John Lennon Airport,United Kingdom,Europe
RIN,Ringi Cove Airport,Solomon Islands,Oceania
BHD,George Best Belfast City Airport,United Kingdom,Europe
IRB,Iraan Municipal Airport,United States,North America
UAS,Buffalo Spring,Kenya,Africa
TCS,Truth Or Consequences Municipal Airport,United States,North America
TAQ,Tarcoola Airport,Australia,Oceania
VHN,Culberson County Airport,United States,North America
AFZ,Sabzevar National Airport,Iran,Asia
EWI,Enarotali Airport,Indonesia,Asia
JAP,Chacarita Airport,Costa Rica,North America
AYT,Antalya International Airport,Turkey,Asia
LUX,Luxembourg-Findel International Airport,Luxembourg,Europe
FTI,Fitiuta Airport,American Samoa,Oceania
SNG,Capitán Av. Juan Cochamanidis S. Airport,Bolivia,South America
WWI,Woodie Woodie Airport,Australia,Oceania
KGH,Yongai Airport,Papua New Guinea,Oceania
LPI,Linköping City Airport,Sweden,Europe
KLG,Kalskag Airport,United States,North America
MGQ,Aden Adde International Airport,Somalia,Africa
EJH,Al Wajh Domestic Airport,Saudi Arabia,Asia
OPF,Opa-locka Executive Airport,United States,North America
FMA,Formosa Airport,Argentina,South America
AGH,Ängelholm-Helsingborg Airport,Sweden,Europe
MZI,Mopti Airport,Mali,Africa
MWD,Mianwali Air Base,Pakistan,Asia
HFA,Haifa International Airport,Israel,Asia
EAA,Eagle Airport,United States,North America
ZBR,Konarak Airport,Iran,Asia
GRQ,Eelde Airport,Netherlands,Europe
BFK,Buckley Air Force Base,United States,North America
TBF,Tabiteuea North Airport,Kiribati,Oceania
YDB,Burwash Airport,Canada,North America
XSE,Sebba Airport,Burkina Faso,Africa
GDD,Gordon Downs Airport,Australia,Oceania
BWC,Brawley Municipal Airport,United States,North America
KAO,Kuusamo Airport,Finland,Europe
IEV,Kiev Zhuliany International Airport,Ukraine,Europe
HYR,Sawyer County Airport,United States,North America
MGJ,Orange County Airport,United States,North America
TET,Chingozi Airport,Mozambique,Africa
TXR,Tanbar Airport,Australia,Oceania
REI,Regina Airport,French Guiana,South America
YQA,Muskoka Airport,Canada,North America
AAG,Arapoti Airport,Brazil,South America
NAT,Governador Aluízio Alves International Airport,Brazil,South America
GTZ,Kirawira B Aerodrome,Tanzania,Africa
MRF,Marfa Municipal Airport,United States,North America
OXD,Miami University Airport,United States,North America
NKT,Şırnak Şerafettin Elçi Airport,Turkey,Asia
MMC,Ciudad Mante National Airport,Mexico,North America
UPR,Upiara Airport,Papua New Guinea,Oceania
YKG,Kangirsuk Airport,Canada,North America
YHA,Port Hope Simpson Airport,Canada,North America
VFA,Victoria Falls International Airport,Zimbabwe,Africa
RMG,Richard B Russell Airport,United States,North America
YQC,Quaqtaq Airport,Canada,North America
PRW,Prentice Airport,United States,North America
CXR,Cam Ranh Airport,Viet Nam,Asia
MND,Medina Airport,Colombia,South America
PGO,Stevens Field,United States,North America
ODD,Oodnadatta Airport,Australia,Oceania
UDD,Bermuda Dunes Airport,United States,North America
MCU,Montluçon-Guéret Airport,France,Europe
SBK,Saint-Brieuc-Armor Airport,France,Europe
HTG,Khatanga Airport,Russian Federation,Asia
LYO,Lyons-Rice County Municipal Airport,United States,North America
GJM,Guajará-Mirim Airport,Brazil,South America
DEM,Dembidollo Airport,Ethiopia,Africa
YTL,Big Trout Lake Airport,Canada,North America
TYA,Klokovo Airfield,Russian Federation,Europe
BDW,Bedford Downs Airport,Australia,Oceania
NUP,Nunapitchuk Airport,United States,North America
LLK,Lankaran International Airport,Azerbaijan,Asia
GAL,Edward G. Pitka Sr Airport,United States,North America
CAZ,Cobar Airport,Australia,Oceania
MEK,Bassatine Airport,Morocco,Africa
IMN,Imane Airport,Papua New Guinea,Oceania
YKD,Kincardine Municipal Airport,Canada,North America
BVU,Beluga Airport,United States,North America
HZP,Fort Mackay / Horizon Airport,Canada,North America
GLN,Goulimime Airport,Morocco,Africa
MQO,Malam Airport,Papua New Guinea,Oceania
ERN,Eirunepé Airport,Brazil,South America
MTW,Manitowoc County Airport,United States,North America
YPN,Port Menier Airport,Canada,North America
PKG,Pulau Pangkor Airport,Malaysia,Asia
TCA,Tennant Creek Airport,Australia,Oceania
CRP,Corpus Christi International Airport,United States,North America
SLQ,Sleetmute Airport,United States,North America
BZD,Balranald Airport,Australia,Oceania
SRP,Stord Airport,Norway,Europe
VKG,Rach Gia Airport,Viet Nam,Asia
WTA,Tambohorano Airport,Madagascar,Africa
BBU,Băneasa International Airport,Romania,Europe
PXR,Surin Airport,Thailand,Asia
YBE,Uranium City Airport,Canada,North America
WKR,Abaco I Walker C Airport,Bahamas,North America
WAV,Wave Hill Airport,Australia,Oceania
WTK,Noatak Airport,United States,North America
IAM,In Aménas Airport,Algeria,Africa
YNT,Yantai Laishan Airport,China,Asia
UNI,Union Island International Airport,Saint Vincent and the Grenadines,North America
ONS,Onslow Airport,Australia,Oceania
KZR,Zafer Airport,Turkey,Asia
GPN,Garden Point Airport,Australia,Oceania
BEZ,Beru Airport,Kiribati,Oceania
BRN,Bern Belp Airport,Switzerland,Europe
HBB,Industrial Airpark,United States,North America
UIL,Quillayute Airport,United States,North America
BNM,Bodinumu Airport,Papua New Guinea,Oceania
YGJ,Miho Yonago Airport,Japan,Asia
RKP,Aransas County Airport,United States,North America
KSX,Yasuru Airport,Papua New Guinea,Oceania
AIA,Alliance Municipal Airport,United States,North America
DOS,Dios Airport,Papua New Guinea,Oceania
AYQ,Ayers Rock Connellan Airport,Australia,Oceania
LIV,Livengood Camp Airport,United States,North America
CAG,Cagliari Elmas Airport,Italy,Europe
WLK,Selawik Airport,United States,North America
CEB,Mactan Cebu International Airport,Philippines,Asia
TPK,Teuku Cut Ali Airport,Indonesia,Asia
PNY,Pondicherry Airport,India,Asia
CIK,Chalkyitsik Airport,United States,North America
UEN,Urengoy Airport,Russian Federation,Europe
BUZ,Bushehr Airport,Iran,Asia
WGB,Bahawalnagar Airport,Pakistan,Asia
BLL,Billund Airport,Denmark,Europe
KHC,Kerch Airport,Ukraine,Europe
TLX,Panguilemo Airport,Chile,South America
BJG,Boalang Airport,Indonesia,Asia
NRK,Norrköping Airport,Sweden,Europe
NPT,Newport State Airport,United States,North America
BFA,Bahía Negra Airport,Paraguay,South America
YQX,Gander International Airport,Canada,North America
BVY,Beverly Municipal Airport,United States,North America
TLY,Plastun Airport,Russian Federation,Asia
CGE,Cambridge Dorchester Airport,United States,North America
YCF,Cortes Bay Water Aerodrome,Canada,North America
NUX,Novy Urengoy Airport,Russian Federation,Asia
BIO,Bilbao Airport,Spain,Europe
GCJ,Grand Central Airport,South Africa,Africa
TXF,9 de Maio - Teixeira de Freitas Airport,Brazil,South America
FDA,Fundación Airport,Colombia,South America
TNQ,Washington Island Airstrip,Kiribati,Oceania
IRE,Irecê Airport,Brazil,South America
WME,Mount Keith Airport,Australia,Oceania
CKD,Crooked Creek Airport,United States,North America
KIR,Kerry Airport,Ireland,Europe
IQN,Qingyang Airport,China,Asia
BSW,Boswell Bay Airport,United States,North America
MNU,Mawlamyine Airport,Myanmar,Asia
FMM,Memmingen Allgau Airport,Germany,Europe
GMI,Gasmata Island Airport,Papua New Guinea,Oceania
STJ,Rosecrans Memorial Airport,United States,North America
MEA,Macaé Airport,Brazil,South America
YTU,Tasu Water Aerodrome,Canada,North America
KGO,Kirovograd Airport,Ukraine,Europe
MCF,Mac Dill Air Force Base,United States,North America
EDI,Edinburgh Airport,United Kingdom,Europe
FAU,Fahud Airport,Oman,Asia
CLC,Clear Lake Metroport,United States,North America
LBU,Labuan Airport,Malaysia,Asia
TPC,Tarapoa Airport,Ecuador,South America
YAQ,Maple Bay Seaplane Base,Canada,North America
NKN,Nankina Airport,Papua New Guinea,Oceania
CAD,Wexford County Airport,United States,North America
SAF,Santa Fe Municipal Airport,United States,North America
KRA,Kerang Airport,Australia,Oceania
TCQ,Coronel FAP Carlos Ciriani Santa Rosa International Airport,Peru,South America
FAC,Faaite Airport,French Polynesia,Oceania
PMD,Palmdale Regional/USAF Plant 42 Airport,United States,North America
IAA,Igarka Airport,Russian Federation,Asia
KTB,Thorne Bay Seaplane Base,United States,North America
MDM,Munduku Airport,Papua New Guinea,Oceania
NKM,Nagoya Airport,Japan,Asia
GFD,Pope Field,United States,North America
SPP,Menongue Airport,Angola,Africa
POY,Powell Municipal Airport,United States,North America
YZS,Coral Harbour Airport,Canada,North America
CLA,Comilla Airport,Bangladesh,Asia
ACJ,Anuradhapura Air Force Base,Sri Lanka,Asia
DJR,Dajarra Airport,Australia,Oceania
AWD,Aniwa Airport,Vanuatu,Oceania
CAP,Cap Haitien International Airport,Haiti,North America
NDF,Ndalatandos Airport,Angola,Africa
HZL,Hazleton Municipal Airport,United States,North America
LKN,Leknes Airport,Norway,Europe
VIA,Videira Airport,Brazil,South America
HOK,Hooker Creek Airport,Australia,Oceania
GMA,Gemena Airport,Congo,Africa
AFA,Suboficial Ay Santiago Germano Airport,Argentina,South America
YXE,Saskatoon John G. Diefenbaker International Airport,Canada,North America
NNB,Santa Ana Airport,Solomon Islands,Oceania
TCT,Takotna Airport,United States,North America
POA,Salgado Filho Airport,Brazil,South America
BTJ,Sultan Iskandar Muda International Airport,Indonesia,Asia
SOV,Seldovia Airport,United States,North America
SWA,Jieyang Chaoshan International Airport,China,Asia
PMP,Pimaga Airport,Papua New Guinea,Oceania
YRG,Rigolet Airport,Canada,North America
WUM,Wasum Airport,Papua New Guinea,Oceania
PMZ,Palmar Sur Airport,Costa Rica,North America
KFG,Kalkgurung Airport,Australia,Oceania
NEF,Neftekamsk Airport,Russian Federation,Europe
BTK,Bratsk Airport,Russian Federation,Asia
PHB,Prefeito Doutor João Silva Filho Airport,Brazil,South America
DIW,Mawella Lagoon Seaplane Base,Sri Lanka,Asia
XSB,Sir Bani Yas Airport,United Arab Emirates,Asia
DSV,Dansville Municipal Airport,United States,North America
GMQ,Golog Maqin Airport,China,Asia
CBR,Canberra International Airport,Australia,Oceania
SHU,Smith Point Airport,Australia,Oceania
BBW,Broken Bow Municipal Airport,United States,North America
RZH,Quartz Hill Airport,United States,North America
KHY,Khoy Airport,Iran,Asia
TTS,Tsaratanana Airport,Madagascar,Africa
ZZV,Zanesville Municipal Airport,United States,North America
QUO,Akwa Ibom International Airport,Nigeria,Africa
DOV,Dover Air Force Base,United States,North America
KPI,Kapit Airport,Malaysia,Asia
MSX,Mossendjo Airport,Congo,Africa
AWR,Awar Airport,Papua New Guinea,Oceania
MLX,Malatya Erhaç Airport,Turkey,Asia
ELQ,Gassim Airport,Saudi Arabia,Asia
KIJ,Niigata Airport,Japan,Asia
HVS,Hartsville Regional Airport,United States,North America
KUU,Kullu Manali Airport,India,Asia
ATY,Watertown Regional Airport,United States,North America
LIP,Lins Airport,Brazil,South America
PDU,Tydeo Larre Borges Airport,Uruguay,South America
GPO,General Pico Airport,Argentina,South America
LES,Lesobeng Airport,Lesotho,Africa
KYP,Kyaukpyu Airport,Myanmar,Asia
MWH,Grant County International Airport,United States,North America
KGP,Kogalym International Airport,Russian Federation,Asia
HYF,Hayfields Airport,Papua New Guinea,Oceania
NTT,Kuini Lavenia Airport,Tonga,Oceania
MLR,Millicent Airport,Australia,Oceania
LRD,Laredo International Airport,United States,North America
TXK,Texarkana Regional Webb Field,United States,North America
SMX,Santa Maria Pub/Capt G Allan Hancock Field,United States,North America
POO,Poços de Caldas - Embaixador Walther Moreira Salles Airport,Brazil,South America
HFS,Hagfors Airport,Sweden,Europe
MCL,McKinley National Park Airport,United States,North America
TUV,Tucupita Airport,Venezuela,South America
YKC,Collins Bay Airport,Canada,North America
POW,Portoroz Airport,Slovenia,Europe
TDW,Tradewind Airport,United States,North America
MNG,Maningrida Airport,Australia,Oceania
XSO,Siocon Airport,Philippines,Asia
LZH,Liuzhou Bailian Airport,China,Asia
ATZ,Assiut International Airport,Egypt,Africa
ULH,Majeed Bin Abdulaziz Airport,Saudi Arabia,Asia
TUU,Tabuk Airport,Saudi Arabia,Asia
GIZ,Jizan Regional Airport,Saudi Arabia,Asia
SWD,Seward Airport,United States,North America
ARI,Chacalluta Airport,Chile,South America
NMS,Namsang Airport,Myanmar,Asia
YZU,Whitecourt Airport,Canada,North America
AMW,Ames Municipal Airport,United States,North America
OAM,Oamaru Airport,New Zealand,Oceania
DTD,Datadawai Airport,Indonesia,Asia
MBE,Monbetsu Airport,Japan,Asia
MUX,Multan International Airport,Pakistan,Asia
MDE,Jose Maria Córdova International Airport,Colombia,South America
ALI,Alice International Airport,United States,North America
PCR,German Olano Airport,Colombia,South America
BOU,Bourges Airport,France,Europe
YER,Fort Severn Airport,Canada,North America
ZTU,Zaqatala International Airport,Azerbaijan,Asia
TGT,Tanga Airport,Tanzania,Africa
VIT,Vitoria/Foronda Airport,Spain,Europe
QCJ,Botucatu - Tancredo de Almeida Neves Airport,Brazil,South America
OMH,Urmia Airport,Iran,Asia
PPH,Perai Tepuy Airport,Venezuela,South America
LGK,Langkawi International Airport,Malaysia,Asia
KSD,Karlstad Airport,Sweden,Europe
CKE,Lampson Field,United States,North America
HOH,Hohenems-Dornbirn Airport,Austria,Europe
YVO,Val-d'Or Airport,Canada,North America
NSM,Norseman Airport,Australia,Oceania
UTD,Nutwood Downs Airport,Australia,Oceania
TIF,Ta’if Regional Airport,Saudi Arabia,Asia
SME,Lake Cumberland Regional Airport,United States,North America
PGF,Perpignan-Rivesaltes (Llabanère) Airport,France,Europe
MAK,Malakal Airport,South Sudan,Africa
OKV,Okao Airport,Papua New Guinea,Oceania
BZZ,RAF Brize Norton,United Kingdom,Europe
LUT,New Laura Airport,Australia,Oceania
LOW,Louisa County Airport/Freeman Field,United States,North America
BOF,Bolling Air Force Base,United States,North America
RBP,Raba Raba Airport,Papua New Guinea,Oceania
SYT,Saint-Yan Airport,France,Europe
PRV,Přerov Air Base,Czechia,Europe
PHF,Newport News Williamsburg International Airport,United States,North America
THY,Thohoyandou Airport,South Africa,Africa
FBA,Fonte Boa Airport,Brazil,South America
SJP,Prof. Eribelto Manoel Reino State Airport,Brazil,South America
OBX,Obo Airport,Papua New Guinea,Oceania
YTM,La Macaza / Mont-Tremblant International Inc Airport,Canada,North America
MGU,Manaung Airport,Myanmar,Asia
CZO,Chistochina Airport,United States,North America
