Country Name,Country Code,Series Name,Series Code,2022 [YR2022]
South Sudan,SSD,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,900
South Sudan,SSD,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,..
Spain,ESP,"Population, total",SP.POP.TOTL,47786102
Spain,ESP,GDP (current US$),NY.GDP.MKTP.CD,1448850658406.62
Spain,ESP,GDP per capita (current US$),NY.GDP.PCAP.CD,30319.4987196616
Spain,ESP,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,636
Spain,ESP,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,4.99422196018416
Sri Lanka,LKA,"Population, total",SP.POP.TOTL,22181000
Sri Lanka,LKA,GDP (current US$),NY.GDP.MKTP.CD,74143020262.8076
Sri Lanka,LKA,GDP per capita (current US$),NY.GDP.PCAP.CD,3342.63650253855
Sri Lanka,LKA,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1712
Sri Lanka,LKA,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,0.937608764257698
St. Kitts and Nevis,KNA,"Population, total",SP.POP.TOTL,46709
St. Kitts and Nevis,KNA,GDP (current US$),NY.GDP.MKTP.CD,981429629.62963
St. Kitts and Nevis,KNA,GDP per capita (current US$),NY.GDP.PCAP.CD,21011.5744209816
St. Kitts and Nevis,KNA,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1427
St. Kitts and Nevis,KNA,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2.78533045023443
St. Lucia,LCA,"Population, total",SP.POP.TOTL,178781
St. Lucia,LCA,GDP (current US$),NY.GDP.MKTP.CD,2342714814.81481
St. Lucia,LCA,GDP per capita (current US$),NY.GDP.PCAP.CD,13103.8243147472
St. Lucia,LCA,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2301
St. Lucia,LCA,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,1.65621626459187
St. Martin (French part),MAF,"Population, total",SP.POP.TOTL,28870
St. Martin (French part),MAF,GDP (current US$),NY.GDP.MKTP.CD,..
St. Martin (French part),MAF,GDP per capita (current US$),NY.GDP.PCAP.CD,..
St. Martin (French part),MAF,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,..
St. Martin (French part),MAF,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,..
St. Vincent and the Grenadines,VCT,"Population, total",SP.POP.TOTL,102046
St. Vincent and the Grenadines,VCT,GDP (current US$),NY.GDP.MKTP.CD,989188888.888889
St. Vincent and the Grenadines,VCT,GDP per capita (current US$),NY.GDP.PCAP.CD,9693.55867833025
St. Vincent and the Grenadines,VCT,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1583
St. Vincent and the Grenadines,VCT,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,1.24551672775023
Sudan,SDN,"Population, total",SP.POP.TOTL,49383346
Sudan,SDN,GDP (current US$),NY.GDP.MKTP.CD,51666875363.0963
Sudan,SDN,GDP per capita (current US$),NY.GDP.PCAP.CD,1046.24084472656
Sudan,SDN,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,250
Sudan,SDN,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,0.434223310830335
Suriname,SUR,"Population, total",SP.POP.TOTL,623164
Suriname,SUR,GDP (current US$),NY.GDP.MKTP.CD,3791603200.0259
Suriname,SUR,GDP per capita (current US$),NY.GDP.PCAP.CD,6084.43876736445
Suriname,SUR,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2331
Suriname,SUR,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,4.59397526172885
Sweden,SWE,"Population, total",SP.POP.TOTL,10486941
Sweden,SWE,GDP (current US$),NY.GDP.MKTP.CD,575071237640.921
Sweden,SWE,GDP per capita (current US$),NY.GDP.PCAP.CD,54836.8907235124
Sweden,SWE,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,624
Sweden,SWE,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,3.59996303974629
Switzerland,CHE,"Population, total",SP.POP.TOTL,8777088
Switzerland,CHE,GDP (current US$),NY.GDP.MKTP.CD,828508926958.393
Switzerland,CHE,GDP per capita (current US$),NY.GDP.PCAP.CD,94394.5106803525
Switzerland,CHE,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1537
Switzerland,CHE,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,3.92846693573085
Syrian Arab Republic,SYR,"Population, total",SP.POP.TOTL,22462173
Syrian Arab Republic,SYR,GDP (current US$),NY.GDP.MKTP.CD,23622827079.5047
Syrian Arab Republic,SYR,GDP per capita (current US$),NY.GDP.PCAP.CD,1051.67149587463
Syrian Arab Republic,SYR,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,252
Syrian Arab Republic,SYR,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,1.38747039300249
Tajikistan,TJK,"Population, total",SP.POP.TOTL,10182222
Tajikistan,TJK,GDP (current US$),NY.GDP.MKTP.CD,10713525200.3998
Tajikistan,TJK,GDP per capita (current US$),NY.GDP.PCAP.CD,1052.17949484894
Tajikistan,TJK,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,691
Tajikistan,TJK,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,0.938950260561987
Tanzania,TZA,"Population, total",SP.POP.TOTL,64711821
Tanzania,TZA,GDP (current US$),NY.GDP.MKTP.CD,75749121842.9149
Tanzania,TZA,GDP per capita (current US$),NY.GDP.PCAP.CD,1207.52062988281
Tanzania,TZA,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1071
Tanzania,TZA,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,0.323161976851185
Thailand,THA,"Population, total",SP.POP.TOTL,71735329
Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,495644697587.661
Thailand,THA,GDP per capita (current US$),NY.GDP.PCAP.CD,6909.35281815827
Thailand,THA,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1622
Thailand,THA,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,3.963374866518
Timor-Leste,TLS,"Population, total",SP.POP.TOTL,1369295
Timor-Leste,TLS,GDP (current US$),NY.GDP.MKTP.CD,3208599889.00965
Timor-Leste,TLS,GDP per capita (current US$),NY.GDP.PCAP.CD,2343.24954740187
Timor-Leste,TLS,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1500
Timor-Leste,TLS,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,0.50726833881669
Togo,TGO,"Population, total",SP.POP.TOTL,9089738
Togo,TGO,GDP (current US$),NY.GDP.MKTP.CD,8646453099.4124
Togo,TGO,GDP per capita (current US$),NY.GDP.PCAP.CD,951.232378690387
Togo,TGO,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1168
Togo,TGO,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,0.286520909623578
Tonga,TON,"Population, total",SP.POP.TOTL,105042
Tonga,TON,GDP (current US$),NY.GDP.MKTP.CD,556514555.400882
Tonga,TON,GDP per capita (current US$),NY.GDP.PCAP.CD,5298.01941509951
Tonga,TON,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,..
Tonga,TON,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,1.53652824584452
Trinidad and Tobago,TTO,"Population, total",SP.POP.TOTL,1365805
Trinidad and Tobago,TTO,GDP (current US$),NY.GDP.MKTP.CD,28341164301.126
Trinidad and Tobago,TTO,GDP per capita (current US$),NY.GDP.PCAP.CD,20750.5202434652
Trinidad and Tobago,TTO,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2200
Trinidad and Tobago,TTO,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,20.8660094230143
Tunisia,TUN,"Population, total",SP.POP.TOTL,12119334
Tunisia,TUN,GDP (current US$),NY.GDP.MKTP.CD,44929920092.7955
Tunisia,TUN,GDP per capita (current US$),NY.GDP.PCAP.CD,3707.29283414381
Tunisia,TUN,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,207
Tunisia,TUN,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2.50498913554161
Turkiye,TUR,"Population, total",SP.POP.TOTL,84979913
Turkiye,TUR,GDP (current US$),NY.GDP.MKTP.CD,926097476913.818
Turkiye,TUR,GDP per capita (current US$),NY.GDP.PCAP.CD,10897.8397861365
Turkiye,TUR,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,593
Turkiye,TUR,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,5.22956172007378
Turkmenistan,TKM,"Population, total",SP.POP.TOTL,7230193
Turkmenistan,TKM,GDP (current US$),NY.GDP.MKTP.CD,42208726137.7192
Turkmenistan,TKM,GDP per capita (current US$),NY.GDP.PCAP.CD,5837.84224538947
Turkmenistan,TKM,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,161
Turkmenistan,TKM,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,14.0053384467054
Turks and Caicos Islands,TCA,"Population, total",SP.POP.TOTL,45847
Turks and Caicos Islands,TCA,GDP (current US$),NY.GDP.MKTP.CD,1434119000
Turks and Caicos Islands,TCA,GDP per capita (current US$),NY.GDP.PCAP.CD,31280.5418020808
Turks and Caicos Islands,TCA,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,..
Turks and Caicos Islands,TCA,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,4.8094749929112
Tuvalu,TUV,"Population, total",SP.POP.TOTL,9992
Tuvalu,TUV,GDP (current US$),NY.GDP.MKTP.CD,59065982.0873657
Tuvalu,TUV,GDP per capita (current US$),NY.GDP.PCAP.CD,5911.32727055301
Tuvalu,TUV,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,..
Tuvalu,TUV,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,0
Uganda,UGA,"Population, total",SP.POP.TOTL,47312719
Uganda,UGA,GDP (current US$),NY.GDP.MKTP.CD,45565333210.9108
Uganda,UGA,GDP per capita (current US$),NY.GDP.PCAP.CD,963.067314117178
Uganda,UGA,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1180
Uganda,UGA,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,0.168117583772769
Ukraine,UKR,"Population, total",SP.POP.TOTL,41048766
Ukraine,UKR,GDP (current US$),NY.GDP.MKTP.CD,161989520721.19
Ukraine,UKR,GDP per capita (current US$),NY.GDP.PCAP.CD,4199.6708984375
Ukraine,UKR,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,565
Ukraine,UKR,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2.90739555971061
United Arab Emirates,ARE,"Population, total",SP.POP.TOTL,10074977
United Arab Emirates,ARE,GDP (current US$),NY.GDP.MKTP.CD,511403403675.97
United Arab Emirates,ARE,GDP per capita (current US$),NY.GDP.PCAP.CD,50759.7589231191
United Arab Emirates,ARE,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,78
United Arab Emirates,ARE,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,19.3731459635094
United Kingdom,GBR,"Population, total",SP.POP.TOTL,67604000
United Kingdom,GBR,GDP (current US$),NY.GDP.MKTP.CD,3181244350465.41
United Kingdom,GBR,GDP per capita (current US$),NY.GDP.PCAP.CD,47057.043229179
United Kingdom,GBR,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1220
United Kingdom,GBR,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,4.80733240636649
United States,USA,"Population, total",SP.POP.TOTL,334017321
United States,USA,GDP (current US$),NY.GDP.MKTP.CD,25604848907611
United States,USA,GDP per capita (current US$),NY.GDP.PCAP.CD,76657.2488844403
United States,USA,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,715
United States,USA,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,14.4177148825165
Uruguay,URY,"Population, total",SP.POP.TOTL,3390913
Uruguay,URY,GDP (current US$),NY.GDP.MKTP.CD,70594110920.0358
Uruguay,URY,GDP per capita (current US$),NY.GDP.PCAP.CD,20818.6146091144
Uruguay,URY,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1300
Uruguay,URY,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2.38667285182486
Uzbekistan,UZB,"Population, total",SP.POP.TOTL,34938955
Uzbekistan,UZB,GDP (current US$),NY.GDP.MKTP.CD,90095926567.4359
Uzbekistan,UZB,GDP per capita (current US$),NY.GDP.PCAP.CD,2578.66689394219
Uzbekistan,UZB,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,206
Uzbekistan,UZB,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,3.68952648984493
Vanuatu,VUT,"Population, total",SP.POP.TOTL,313046
Vanuatu,VUT,GDP (current US$),NY.GDP.MKTP.CD,1055031360.57356
Vanuatu,VUT,GDP per capita (current US$),NY.GDP.PCAP.CD,3370.21191956953
Vanuatu,VUT,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2000
Vanuatu,VUT,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,0.865368028979767
"Venezuela, RB",VEN,"Population, total",SP.POP.TOTL,28213017
"Venezuela, RB",VEN,GDP (current US$),NY.GDP.MKTP.CD,89013255584.7499
"Venezuela, RB",VEN,GDP per capita (current US$),NY.GDP.PCAP.CD,3155.04207099687
"Venezuela, RB",VEN,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2044
"Venezuela, RB",VEN,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,3.26104790565291
Viet Nam,VNM,"Population, total",SP.POP.TOTL,99680655
Viet Nam,VNM,GDP (current US$),NY.GDP.MKTP.CD,413445230668.578
Viet Nam,VNM,GDP per capita (current US$),NY.GDP.PCAP.CD,4147.69777213621
Viet Nam,VNM,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1821
Viet Nam,VNM,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,3.45101965872917
Virgin Islands (U.S.),VIR,"Population, total",SP.POP.TOTL,105413
Virgin Islands (U.S.),VIR,GDP (current US$),NY.GDP.MKTP.CD,4672000000
Virgin Islands (U.S.),VIR,GDP per capita (current US$),NY.GDP.PCAP.CD,44320.909185774
Virgin Islands (U.S.),VIR,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,..
Virgin Islands (U.S.),VIR,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,0.00189729919459649
West Bank and Gaza,PSE,"Population, total",SP.POP.TOTL,5043612
West Bank and Gaza,PSE,GDP (current US$),NY.GDP.MKTP.CD,19165500000
West Bank and Gaza,PSE,GDP per capita (current US$),NY.GDP.PCAP.CD,3799.95527015163
West Bank and Gaza,PSE,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,..
West Bank and Gaza,PSE,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,..
"Yemen, Rep.",YEM,"Population, total",SP.POP.TOTL,38222876
"Yemen, Rep.",YEM,GDP (current US$),NY.GDP.MKTP.CD,..
"Yemen, Rep.",YEM,GDP per capita (current US$),NY.GDP.PCAP.CD,..
"Yemen, Rep.",YEM,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,167
"Yemen, Rep.",YEM,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,0.287369793942245
Zambia,ZMB,"Population, total",SP.POP.TOTL,20152938
Zambia,ZMB,GDP (current US$),NY.GDP.MKTP.CD,29163782140.4858
Zambia,ZMB,GDP per capita (current US$),NY.GDP.PCAP.CD,1447.12310138035
Zambia,ZMB,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1020
Zambia,ZMB,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,0.524548827570452
Zimbabwe,ZWE,"Population, total",SP.POP.TOTL,16069056
Zimbabwe,ZWE,GDP (current US$),NY.GDP.MKTP.CD,40757561708.7741
Zimbabwe,ZWE,GDP per capita (current US$),NY.GDP.PCAP.CD,2536.40050223076
Zimbabwe,ZWE,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,657
Zimbabwe,ZWE,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,0.719220842842293
Africa Eastern and Southern,AFE,"Population, total",SP.POP.TOTL,731821393
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1228967879390.01
Africa Eastern and Southern,AFE,GDP per capita (current US$),NY.GDP.PCAP.CD,1679.32762166466
Africa Eastern and Southern,AFE,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,..
Africa Eastern and Southern,AFE,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,0.858131540848484
Africa Western and Central,AFW,"Population, total",SP.POP.TOTL,497387180
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1063649130876.99
Africa Western and Central,AFW,GDP per capita (current US$),NY.GDP.PCAP.CD,2138.47315259913
Africa Western and Central,AFW,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,..
Africa Western and Central,AFW,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,0.521524499284441
Arab World,ARB,"Population, total",SP.POP.TOTL,471352066
Arab World,ARB,GDP (current US$),NY.GDP.MKTP.CD,3747416641077.45
Arab World,ARB,GDP per capita (current US$),NY.GDP.PCAP.CD,7950.35581975672
Arab World,ARB,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,..
Arab World,ARB,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,4.51655911861293
Caribbean small states,CSS,"Population, total",SP.POP.TOTL,4497310
Caribbean small states,CSS,GDP (current US$),NY.GDP.MKTP.CD,78506430710.7309
Caribbean small states,CSS,GDP per capita (current US$),NY.GDP.PCAP.CD,17456.3084845676
Caribbean small states,CSS,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,..
Caribbean small states,CSS,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,8.59213618807687
Central Europe and the Baltics,CEB,"Population, total",SP.POP.TOTL,100071871
Central Europe and the Baltics,CEB,GDP (current US$),NY.GDP.MKTP.CD,1954419184114.96
Central Europe and the Baltics,CEB,GDP per capita (current US$),NY.GDP.PCAP.CD,19530.1553232172
Central Europe and the Baltics,CEB,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,..
Central Europe and the Baltics,CEB,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,6.77183501445676
Early-demographic dividend,EAR,"Population, total",SP.POP.TOTL,3470644834
Early-demographic dividend,EAR,GDP (current US$),NY.GDP.MKTP.CD,14034689936337.3
Early-demographic dividend,EAR,GDP per capita (current US$),NY.GDP.PCAP.CD,4043.82776331568
Early-demographic dividend,EAR,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,..
Early-demographic dividend,EAR,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2.41944100399443
East Asia & Pacific,EAS,"Population, total",SP.POP.TOTL,2379617118
East Asia & Pacific,EAS,GDP (current US$),NY.GDP.MKTP.CD,31266291368260.6
East Asia & Pacific,EAS,GDP per capita (current US$),NY.GDP.PCAP.CD,13139.2109813612
East Asia & Pacific,EAS,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,..
East Asia & Pacific,EAS,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,7.06418419646893
East Asia & Pacific (excluding high income),EAP,"Population, total",SP.POP.TOTL,2133560408
East Asia & Pacific (excluding high income),EAP,GDP (current US$),NY.GDP.MKTP.CD,21563881384135.8
East Asia & Pacific (excluding high income),EAP,GDP per capita (current US$),NY.GDP.PCAP.CD,10106.9935977814
East Asia & Pacific (excluding high income),EAP,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,..
East Asia & Pacific (excluding high income),EAP,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,6.77992863279642
East Asia & Pacific (IDA & IBRD countries),TEA,"Population, total",SP.POP.TOTL,2107261123
East Asia & Pacific (IDA & IBRD countries),TEA,GDP (current US$),NY.GDP.MKTP.CD,21537214774462.6
East Asia & Pacific (IDA & IBRD countries),TEA,GDP per capita (current US$),NY.GDP.PCAP.CD,10220.4774431567
East Asia & Pacific (IDA & IBRD countries),TEA,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,..
East Asia & Pacific (IDA & IBRD countries),TEA,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,6.83682797672911
Euro area,EMU,"Population, total",SP.POP.TOTL,348200155
Euro area,EMU,GDP (current US$),NY.GDP.MKTP.CD,14488160081806.7
Euro area,EMU,GDP per capita (current US$),NY.GDP.PCAP.CD,41608.7123275598
Euro area,EMU,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,..
Euro area,EMU,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,6.04271643704466
Europe & Central Asia,ECS,"Population, total",SP.POP.TOTL,924234471
Europe & Central Asia,ECS,GDP (current US$),NY.GDP.MKTP.CD,25798700454390.6
Europe & Central Asia,ECS,GDP per capita (current US$),NY.GDP.PCAP.CD,27913.5882331645
Europe & Central Asia,ECS,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,..
Europe & Central Asia,ECS,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,6.85506904958575
Europe & Central Asia (excluding high income),ECA,"Population, total",SP.POP.TOTL,250514347
Europe & Central Asia (excluding high income),ECA,GDP (current US$),NY.GDP.MKTP.CD,1820242864725.09
Europe & Central Asia (excluding high income),ECA,GDP per capita (current US$),NY.GDP.PCAP.CD,7266.02243154199
Europe & Central Asia (excluding high income),ECA,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,..
Europe & Central Asia (excluding high income),ECA,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,5.05570589189862
Europe & Central Asia (IDA & IBRD countries),TEC,"Population, total",SP.POP.TOTL,460942269
Europe & Central Asia (IDA & IBRD countries),TEC,GDP (current US$),NY.GDP.MKTP.CD,5264484546456.79
Europe & Central Asia (IDA & IBRD countries),TEC,GDP per capita (current US$),NY.GDP.PCAP.CD,11421.1364427001
Europe & Central Asia (IDA & IBRD countries),TEC,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,..
Europe & Central Asia (IDA & IBRD countries),TEC,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,7.89342522267662
European Union,EUU,"Population, total",SP.POP.TOTL,447202673
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,17023612496380.4
European Union,EUU,GDP per capita (current US$),NY.GDP.PCAP.CD,38066.8844892624
European Union,EUU,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,..
European Union,EUU,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,6.14634944277267
Fragile and conflict affected situations,FCS,"Population, total",SP.POP.TOTL,1036390026
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,1918272363969.18
Fragile and conflict affected situations,FCS,GDP per capita (current US$),NY.GDP.PCAP.CD,1850.91743054769
Fragile and conflict affected situations,FCS,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,..
Fragile and conflict affected situations,FCS,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,0.820161424665418
Heavily indebted poor countries (HIPC),HPC,"Population, total",SP.POP.TOTL,893906294
Heavily indebted poor countries (HIPC),HPC,GDP (current US$),NY.GDP.MKTP.CD,1002501492801.3
Heavily indebted poor countries (HIPC),HPC,GDP per capita (current US$),NY.GDP.PCAP.CD,1121.48387311982
Heavily indebted poor countries (HIPC),HPC,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,..
Heavily indebted poor countries (HIPC),HPC,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,0.322431223423067
High income,HIC,"Population, total",SP.POP.TOTL,1398001706
High income,HIC,GDP (current US$),NY.GDP.MKTP.CD,65081334214971.6
High income,HIC,GDP per capita (current US$),NY.GDP.PCAP.CD,46553.1150181383
High income,HIC,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,..
High income,HIC,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,10.2078833994944
IBRD only,IBD,"Population, total",SP.POP.TOTL,4928196300
IBRD only,IBD,GDP (current US$),NY.GDP.MKTP.CD,37943329554311.5
IBRD only,IBD,GDP per capita (current US$),NY.GDP.PCAP.CD,7699.23258826186
IBRD only,IBD,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,..
IBRD only,IBD,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,4.94841494972312
IDA & IBRD total,IBT,"Population, total",SP.POP.TOTL,6794724390
IDA & IBRD total,IBT,GDP (current US$),NY.GDP.MKTP.CD,41018485584725.7
IDA & IBRD total,IBT,GDP per capita (current US$),NY.GDP.PCAP.CD,6036.81374407089
